"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Dont go far away from mehe will be always at your side VexNow we are ready for the royalwedding thank you guys for",FALSE,0,NA,2019-09-15 04:48:32,FALSE,NA,"1173096237664485377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","themeanseasons",532,TRUE,FALSE,NA,NA
"Happy Wedding Mba SheviaMas Atho  sheviathomanten 
royalwedding
partIISheraton Gandaria CityBallroom",FALSE,0,NA,2019-09-15 04:35:26,FALSE,NA,"1173092939263827976",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","uccuSNH",0,FALSE,FALSE,"106.7833495","-6.2450311"
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-15 02:28:11,FALSE,NA,"1173060917283524608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","betytoons119",49,TRUE,FALSE,NA,NA
"Lets take a moment to honor this beautiful strong woman Meghan Markles Mother Doria Ragland who sat alone a million mi",FALSE,0,NA,2019-09-15 02:22:44,FALSE,NA,"1173059545888952320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ANeonRainbow",59029,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-15 02:09:58,FALSE,NA,"1173056333249167360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rickjr2448883",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-15 02:04:05,FALSE,NA,"1173054851410014208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DustyReign",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-15 02:04:03,FALSE,NA,"1173054844195594240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WanKyuKang3",49,TRUE,FALSE,NA,NA
"I have never stalked social media more than I have forwedding The fomo is so real royalwedding",FALSE,2,NA,2019-09-15 01:53:36,FALSE,NA,"1173052211112398851",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shannnbann",0,FALSE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-15 01:36:36,FALSE,NA,"1173047935698919425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jairus777perez",49,TRUE,FALSE,NA,NA
"A great glorious smile of a book Jan Jones Awardwinning author on NOT YOUR KNIGHT IN SHINING ARMOUR out now",FALSE,0,NA,2019-09-15 00:00:29,TRUE,NA,"1173023746875121666",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 23:02:43,FALSE,NA,"1173009209589489664",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","tabbicat6",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 22:48:14,FALSE,NA,"1173005564667813889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Marlinaayu",49,TRUE,FALSE,NA,NA
"Almost time Congratulations Kirk and Amanda royalwedding livinthedreamseptember",FALSE,0,NA,2019-09-14 22:39:44,TRUE,NA,"1173003424993906688",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Eden_Parker",0,FALSE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 22:19:44,FALSE,NA,"1172998389958664193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cammycam89",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 22:12:35,FALSE,NA,"1172996592548241408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VinaLovesmoldy",49,TRUE,FALSE,NA,NA
"Meghan Markle aka The Duchess of Sussex requested a flower from allcountries of the Commonwealth embroidered on h",FALSE,0,NA,2019-09-14 22:12:04,FALSE,NA,"1172996463695192069",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jatyrz",36,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 21:40:23,FALSE,NA,"1172988490260389888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","an12frnc",49,TRUE,FALSE,NA,NA
"The stakes have never been higher for American heiress Gemma Lancaster Phillips PhD as she prepares for the global prem",FALSE,0,NA,2019-09-14 20:30:06,FALSE,NA,"1172970802326585344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JulieJa21177914",10,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 20:23:38,FALSE,NA,"1172969173481185280",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DustinSharpe7",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 20:13:35,FALSE,NA,"1172966645670789132",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CherylKate_News",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 20:10:56,FALSE,NA,"1172965977094545410",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ale_Campos_GUA",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 20:09:33,FALSE,NA,"1172965629105561600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sollunna",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 19:55:30,FALSE,NA,"1172962095522074625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lovecambridges_",49,TRUE,FALSE,NA,NA
"The stakes have never been higher for American heiress Gemma Lancaster Phillips PhD as she prepares for the global prem",FALSE,0,NA,2019-09-14 19:41:48,FALSE,NA,"1172958647804035072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Spokenamos",10,TRUE,FALSE,NA,NA
"The stakes have never been higher for American heiress Gemma Lancaster Phillips PhD as she prepares for the global prem",FALSE,0,NA,2019-09-14 18:08:35,FALSE,NA,"1172935186062987264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MichaelEging",10,TRUE,FALSE,NA,NA
"The stakes have never been higher for American heiress Gemma Lancaster Phillips PhD as she prepares for the global prem",FALSE,0,NA,2019-09-14 17:55:14,FALSE,NA,"1172931826631008256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trishpolking",10,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 17:46:28,FALSE,NA,"1172929620477435905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Pjfet69",49,TRUE,FALSE,NA,NA
"The stakes have never been higher for American heiress Gemma Lancaster Phillips PhD as she prepares for the global prem",FALSE,0,NA,2019-09-14 17:32:22,FALSE,NA,"1172926074566696960",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BlissRob",10,TRUE,FALSE,NA,NA
"The stakes have never been higher for American heiress Gemma Lancaster Phillips PhD as she prepares for the global prem",FALSE,0,NA,2019-09-14 17:24:54,FALSE,NA,"1172924195325534209",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EcuadorDon",10,TRUE,FALSE,NA,NA
"The stakes have never been higher for American heiress Gemma Lancaster Phillips PhD as she prepares for the global prem",FALSE,0,NA,2019-09-14 17:21:53,FALSE,NA,"1172923435376414720",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","saradeville",10,TRUE,FALSE,NA,NA
"The stakes have never been higher for American heiress Gemma Lancaster Phillips PhD as she prepares for the global prem",FALSE,0,NA,2019-09-14 17:21:49,FALSE,NA,"1172923416816627712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AuthorAlexBaile",10,TRUE,FALSE,NA,NA
"The stakes have never been higher for American heiress Gemma Lancaster Phillips PhD as she prepares for the global prem",FALSE,0,NA,2019-09-14 17:16:05,FALSE,NA,"1172921977352392704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KZ_Howell",10,TRUE,FALSE,NA,NA
"The stakes have never been higher for American heiress Gemma Lancaster Phillips PhD as she prepares for the globa",FALSE,13,NA,2019-09-14 17:06:06,TRUE,NA,"1172919462871191553",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","VClinebarton",10,FALSE,FALSE,NA,NA
"Look like royalty at a friends wedding or even your ownswarovkisparkles royalwe",FALSE,0,NA,2019-09-14 16:57:54,FALSE,NA,"1172917399735144448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EOlsenRuby",1,TRUE,FALSE,NA,NA
"St Georges Chapel Windsor Castle Windsor United Kingdom  RoyalWedding",FALSE,0,NA,2019-09-14 16:47:26,FALSE,NA,"1172914765716447234",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Adkinsekim19",531,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 16:30:13,FALSE,NA,"1172910431540830209",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MehmetOgutlu2",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 16:06:59,FALSE,NA,"1172904584777478146",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gordienkojenia2",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 15:40:32,FALSE,NA,"1172897930929418242",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","song_title",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 12:25:07,FALSE,NA,"1172848750869536769",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mbthingsiknow",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 12:24:33,FALSE,NA,"1172848607164338177",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sylwia74128709",49,TRUE,FALSE,NA,NA
"Shes got tattoos and a nose ring Hes got PTSD Its going to be a really interesting RoyalWedding NOT YOUR KNI",FALSE,0,NA,2019-09-14 12:00:17,TRUE,NA,"1172842500089929728",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 11:17:35,FALSE,NA,"1172831754748661760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nDQIDfSoULUfTrB",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 10:59:37,FALSE,NA,"1172827234396180480",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","julieannkehoe",49,TRUE,FALSE,NA,NA
"After marriage Ms Markle will become Her Royal Highness Princess Henry of Wales Duchess of Sussex Countess of Dumbart",FALSE,0,NA,2019-09-14 10:58:50,FALSE,NA,"1172827036253114369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dana_giles",35,TRUE,FALSE,NA,NA
"ONE WORD FOR THIS LOOK COMMENT BELOW
For more info Please CALL us or WhatsApp onor Email at ranjeetv",FALSE,0,NA,2019-09-14 09:52:51,TRUE,NA,"1172810433637441536",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RanjeetMakeover",0,FALSE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 08:31:17,FALSE,NA,"1172789906583801856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mcgeeteresa26",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-14 07:30:17,FALSE,NA,"1172774552260104192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mignonette_06",49,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combi",FALSE,378,NA,2019-09-14 06:26:19,TRUE,NA,"1172758455138041856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Royal_FamilyUK",49,FALSE,FALSE,NA,NA
"Even over a year later were still sad thinking about the reason for the empty seat  RoyalWedding ",FALSE,0,NA,2019-09-14 06:08:32,FALSE,NA,"1172753980838907904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tiwawan",2,TRUE,FALSE,NA,NA
